Home,Away,Round,Date,Time,WIN,minuto,evento,Yellow_Away,Yellow_Home,Goal_Away,Goal_Home,Red_Card_Away,Red_Card_Home,Own_Home,Own_Away,Penalty_Missed_Home,Penalty_Missed_Away,Var_Home,Var_Away
Southampton,Bolton,37,03.05.2003,18:30,Draw,66,Yellow_Home,0,2,0,0,0,0,0,0,0,0,0,0
Southampton,Bolton,37,03.05.2003,18:30,Draw,69,Yellow_Away,1,2,0,0,0,0,0,0,0,0,0,0
Southampton,Bolton,37,03.05.2003,18:30,Draw,82,Yellow_Home,1,3,0,0,0,0,0,0,0,0,0,0
Southampton,Bolton,37,03.05.2003,18:30,Draw,87,Yellow_Away,2,3,0,0,0,0,0,0,0,0,0,0
Aston Villa,Sunderland,37,03.05.2003,16:00,Home,80,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Aston Villa,Sunderland,37,03.05.2003,16:00,Home,90,Yellow_Away,1,0,0,1,0,0,0,0,0,0,0,0
Blackburn,West Brom,37,03.05.2003,16:00,Draw,11,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Blackburn,West Brom,37,03.05.2003,16:00,Draw,37,Yellow_Home,0,1,0,1,0,0,0,0,0,0,0,0
Blackburn,West Brom,37,03.05.2003,16:00,Draw,54,Goal_Away,0,1,1,1,0,0,0,0,0,0,0,0
Blackburn,West Brom,37,03.05.2003,16:00,Draw,81,Yellow_Away,1,1,1,1,0,0,0,0,0,0,0,0
Blackburn,West Brom,37,03.05.2003,16:00,Draw,90,Yellow_Home,1,2,1,1,0,0,0,0,0,0,0,0
Fulham,Everton,37,03.05.2003,16:00,Home,34,Own_Home,0,0,0,0,0,0,1,0,0,0,0,0
Fulham,Everton,37,03.05.2003,16:00,Home,43,Own_Home,0,0,0,0,0,0,2,0,0,0,0,0
Fulham,Everton,37,03.05.2003,16:00,Home,53,Yellow_Away,1,0,0,0,0,0,2,0,0,0,0,0
Fulham,Everton,37,03.05.2003,16:00,Home,90,Yellow_Home,1,1,0,0,0,0,2,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,8,Yellow_Away,1,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,40,Yellow_Away,2,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,59,Goal_Home,2,0,0,1,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,73,Goal_Away,2,0,1,1,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,78,Yellow_Home,2,1,1,1,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,79,Yellow_Home,2,2,1,1,0,0,0,0,0,0,0,0
Liverpool,Manchester City,37,03.05.2003,16:00,Away,90,Goal_Away,2,2,2,1,0,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,23,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,24,Red_Card_Away,0,0,0,1,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,26,Goal_Home,0,0,0,2,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,28,Goal_Home,0,0,0,3,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,45,Yellow_Away,1,0,0,3,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,46,Yellow_Away,2,0,0,3,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,51,Goal_Home,2,0,0,4,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,60,Goal_Away,2,0,1,4,1,0,0,0,0,0,0,0
Middlesbrough,Tottenham,37,03.05.2003,16:00,Home,75,Goal_Home,2,0,1,5,1,0,0,0,0,0,0,0
Newcastle,Birmingham,37,03.05.2003,16:00,Home,36,Yellow_Away,1,0,0,0,0,0,0,0,0,0,0,0
Newcastle,Birmingham,37,03.05.2003,16:00,Home,41,Red_Card_Away,1,0,0,0,1,0,0,0,0,0,0,0
Newcastle,Birmingham,37,03.05.2003,16:00,Home,42,Goal_Home,1,0,0,1,1,0,0,0,0,0,0,0
Newcastle,Birmingham,37,03.05.2003,16:00,Home,54,Yellow_Away,2,0,0,1,1,0,0,0,0,0,0,0
West Ham,Chelsea,37,03.05.2003,16:00,Home,19,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
West Ham,Chelsea,37,03.05.2003,16:00,Home,71,Goal_Home,0,1,0,1,0,0,0,0,0,0,0,0
West Ham,Chelsea,37,03.05.2003,16:00,Home,73,Yellow_Home,0,2,0,1,0,0,0,0,0,0,0,0
West Ham,Chelsea,37,03.05.2003,16:00,Home,75,Yellow_Away,1,2,0,1,0,0,0,0,0,0,0,0
West Ham,Chelsea,37,03.05.2003,16:00,Home,76,Yellow_Home,1,3,0,1,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,11,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,13,Goal_Away,0,0,1,1,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,32,Goal_Home,0,0,1,2,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,37,Goal_Home,0,0,1,3,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,53,Goal_Home,0,0,1,4,0,0,0,0,0,0,0,0
Manchester Utd,Charlton,37,03.05.2003,13:30,Home,87,Yellow_Away,1,0,1,4,0,0,0,0,0,0,0,0
Tottenham,Manchester Utd,36,27.04.2003,17:05,Away,69,Goal_Away,0,0,1,0,0,0,0,0,0,0,0,0
Tottenham,Manchester Utd,36,27.04.2003,17:05,Away,90,Goal_Away,0,0,2,0,0,0,0,0,0,0,0,0
Manchester City,West Ham,36,27.04.2003,15:00,Away,76,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
Manchester City,West Ham,36,27.04.2003,15:00,Away,81,Goal_Away,0,1,1,0,0,0,0,0,0,0,0,0
Manchester City,West Ham,36,27.04.2003,15:00,Away,87,Yellow_Away,1,1,1,0,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,18,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,40,Goal_Home,0,0,0,2,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,63,Yellow_Away,1,0,0,2,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,63,Yellow_Home,1,1,0,2,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,80,Goal_Home,1,1,0,3,0,0,0,0,0,0,0,0
Birmingham,Middlesbrough,36,26.04.2003,16:00,Home,89,Yellow_Away,2,1,0,3,0,0,0,0,0,0,0,0
Charlton,Southampton,36,26.04.2003,16:00,Home,25,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
Charlton,Southampton,36,26.04.2003,16:00,Home,32,Goal_Home,0,1,0,1,0,0,0,0,0,0,0,0
Charlton,Southampton,36,26.04.2003,16:00,Home,50,Goal_Home,0,1,0,2,0,0,0,0,0,0,0,0
Charlton,Southampton,36,26.04.2003,16:00,Home,80,Yellow_Away,1,1,0,2,0,0,0,0,0,0,0,0
Charlton,Southampton,36,26.04.2003,16:00,Home,90,Goal_Away,1,1,1,2,0,0,0,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,4,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,39,Own_Home,0,1,0,0,0,0,1,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,43,Yellow_Away,1,1,0,0,0,0,1,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,59,Yellow_Home,1,2,0,0,0,0,1,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,66,Goal_Away,1,2,1,0,0,0,1,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,70,Yellow_Away,2,2,1,0,0,0,1,0,0,0,0,0
Chelsea,Fulham,36,26.04.2003,16:00,Draw,70,Yellow_Home,2,3,1,0,0,0,1,0,0,0,0,0
Everton,Aston Villa,36,26.04.2003,16:00,Home,49,Goal_Away,0,0,1,0,0,0,0,0,0,0,0,0
Everton,Aston Villa,36,26.04.2003,16:00,Home,59,Goal_Home,0,0,1,1,0,0,0,0,0,0,0,0
Everton,Aston Villa,36,26.04.2003,16:00,Home,86,Yellow_Away,1,0,1,1,0,0,0,0,0,0,0,0
Everton,Aston Villa,36,26.04.2003,16:00,Home,90,Goal_Home,1,0,1,2,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,21,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,37,Goal_Away,0,0,1,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,38,Yellow_Home,0,1,1,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,69,Goal_Away,0,1,2,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,71,Yellow_Away,1,1,2,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,78,Goal_Away,1,1,3,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,89,Yellow_Home,1,2,3,1,0,0,0,0,0,0,0,0
Leeds,Blackburn,36,26.04.2003,16:00,Away,90,Goal_Home,1,2,3,2,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,13,Yellow_Away,1,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,13,Yellow_Home,1,1,0,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,42,Goal_Away,1,1,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,43,Yellow_Home,1,2,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,64,Yellow_Home,1,3,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,66,Yellow_Home,1,4,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,69,Yellow_Away,2,4,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,71,Yellow_Away,3,4,1,0,0,0,0,0,0,0,0,0
Sunderland,Newcastle,36,26.04.2003,16:00,Away,86,Yellow_Away,4,4,1,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,15,Goal_Away,0,0,1,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,27,Yellow_Away,1,0,1,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,35,Yellow_Home,1,1,1,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,47,Goal_Away,1,1,2,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,49,Goal_Away,1,1,3,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,61,Goal_Away,1,1,4,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,67,Goal_Away,1,1,5,0,0,0,0,0,0,0,0,0
West Brom,Liverpool,36,26.04.2003,16:00,Away,84,Goal_Away,1,1,6,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,31,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,33,Yellow_Away,1,1,0,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,47,Goal_Away,1,1,1,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,56,Goal_Away,1,1,2,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,60,Yellow_Home,1,2,2,0,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,74,Goal_Home,1,2,2,1,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,80,Yellow_Away,2,2,2,1,0,0,0,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,84,Own_Home,2,2,2,1,0,0,1,0,0,0,0,0
Bolton,Arsenal,36,26.04.2003,13:30,Draw,90,Red_Card_Home,2,2,2,1,0,1,1,0,0,0,0,0
Leeds,Fulham,35,22.04.2003,20:45,Home,4,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Leeds,Fulham,35,22.04.2003,20:45,Home,23,Yellow_Away,1,0,0,1,0,0,0,0,0,0,0,0
Leeds,Fulham,35,22.04.2003,20:45,Home,49,Goal_Home,1,0,0,2,0,0,0,0,0,0,0,0
Leeds,Fulham,35,22.04.2003,20:45,Home,55,Yellow_Away,2,0,0,2,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,26,Goal_Away,0,0,1,0,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,43,Yellow_Away,1,0,1,0,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,71,Yellow_Away,2,0,1,0,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,75,Goal_Home,2,0,1,1,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,77,Goal_Away,2,0,2,1,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,79,Goal_Home,2,0,2,2,0,0,0,0,0,0,0,0
Birmingham,Southampton,35,21.04.2003,16:00,Home,82,Goal_Home,2,0,2,3,0,0,0,0,0,0,0,0
Blackburn,Bolton,35,21.04.2003,16:00,Draw,29,Yellow_Away,1,0,0,0,0,0,0,0,0,0,0,0
Blackburn,Bolton,35,21.04.2003,16:00,Draw,61,Yellow_Home,1,1,0,0,0,0,0,0,0,0,0,0
Blackburn,Bolton,35,21.04.2003,16:00,Draw,68,Yellow_Away,2,1,0,0,0,0,0,0,0,0,0,0
Blackburn,Bolton,35,21.04.2003,16:00,Draw,73,Yellow_Away,3,1,0,0,0,0,0,0,0,0,0,0
Blackburn,Bolton,35,21.04.2003,16:00,Draw,86,Yellow_Home,3,2,0,0,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,9,Yellow_Home,0,1,0,0,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,25,Goal_Home,0,1,0,1,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,48,Goal_Home,0,1,0,2,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,62,Goal_Home,0,1,0,3,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,70,Yellow_Away,1,1,0,3,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,77,Goal_Away,1,1,1,3,0,0,0,0,0,0,0,0
Chelsea,Everton,35,21.04.2003,16:00,Home,90,Goal_Home,1,1,1,4,0,0,0,0,0,0,0,0
Liverpool,Charlton,35,21.04.2003,16:00,Home,47,Goal_Away,0,0,1,0,0,0,0,0,0,0,0,0
Liverpool,Charlton,35,21.04.2003,16:00,Home,80,Yellow_Away,1,0,1,0,0,0,0,0,0,0,0,0
Liverpool,Charlton,35,21.04.2003,16:00,Home,86,Goal_Home,1,0,1,1,0,0,0,0,0,0,0,0
Liverpool,Charlton,35,21.04.2003,16:00,Home,90,Goal_Home,1,0,1,2,0,0,0,0,0,0,0,0
Manchester City,Sunderland,35,21.04.2003,16:00,Home,36,Goal_Home,0,0,0,1,0,0,0,0,0,0,0,0
Manchester City,Sunderland,35,21.04.2003,16:00,Home,38,Goal_Home,0,0,0,2,0,0,0,0,0,0,0,0
